price,area_m2,bedrooms,bathrooms,parking_spaces,property_type,neighborhood,zona,city,state,lat,lon,score_residencial,score_comercial,ndvi_mean_90,ndbi_mean_90
508000.0,114.0,2,1,1,casa,Santa Luzia,ZMV,Pouso Alegre,MG,-22.23626,-45.94393,0.4717,0.4264,0.1587,-0.0697
209000.0,102.0,4,4,3,casa_condominio,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.204561,-45.94304,0.5424,0.5026,0.465,-0.0287
101000.0,69.0,4,3,1,casa,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.199387,-45.945471,0.3063,0.3071,0.331,0.0449
739000.0,275.0,2,1,0,casa,Bela Vista,ZM,Pouso Alegre,MG,-22.219204,-45.96014,0.7689,0.4476,0.1863,-0.1017
659000.0,156.0,3,3,2,apartamento,Parque das Acácias,ZM,Pouso Alegre,MG,-22.238009,-45.970973,0.3285,0.3088,0.3623,0.0918
359000.0,88.0,2,2,0,apartamento,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.214968,-45.968527,0.4749,0.312,0.2921,-0.1279
182000.0,561.0,0,0,0,terreno,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.244489,-45.960615,0.2207,0.2059,0.1656,-0.0769
390000.0,129.0,1,1,2,apartamento,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.250464,-45.962235,0.3697,0.317,0.2866,-0.193
478000.0,93.0,2,1,0,apartamento,Parque das Acácias,ZM,Pouso Alegre,MG,-22.226711,-45.979035,0.2506,0.2976,0.2461,-0.1541
255000.0,102.0,3,2,1,casa,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.212964,-45.940065,0.7552,0.6428,0.2308,0.0148
839000.0,170.0,4,3,0,casa,Centro,ZMC,Pouso Alegre,MG,-22.226853,-45.947341,0.8242,0.4005,0.3237,0.0184
528000.0,151.0,3,3,1,apartamento,Centro,ZMC,Pouso Alegre,MG,-22.226141,-45.949398,0.857,0.2636,0.4697,-0.0392
489000.0,157.0,2,2,0,apartamento,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.202553,-45.946296,0.5286,0.2861,0.5018,-0.1554
258000.0,132.0,2,1,1,casa,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.204034,-45.933967,0.5013,0.2201,0.3763,-0.1053
898000.0,293.0,3,3,3,casa_condominio,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.243755,-45.950768,0.2733,0.4665,0.4773,-0.0455
157000.0,85.0,3,2,2,casa,Parque das Acácias,ZM,Pouso Alegre,MG,-22.220317,-45.973822,0.5701,0.2162,0.3549,-0.1595
332000.0,1137.0,0,0,0,terreno,São Geraldo,ZM2,Pouso Alegre,MG,-22.244047,-45.948613,0.2758,0.6374,0.3271,-0.1953
208000.0,655.0,0,0,0,terreno,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.198764,-45.930937,0.3027,0.2585,0.5219,0.0816
482000.0,159.0,2,1,0,casa,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.242595,-45.952461,0.3018,0.3631,0.1655,-0.0212
159000.0,294.0,0,0,0,terreno,Santa Luzia,ZMV,Pouso Alegre,MG,-22.235609,-45.942342,0.4437,0.2155,0.2973,-0.062
334000.0,84.0,2,1,0,apartamento,Santa Luzia,ZMV,Pouso Alegre,MG,-22.236076,-45.944067,0.4916,0.5237,0.3636,0.0202
719000.0,170.0,0,1,2,comercial,Bela Vista,ZM,Pouso Alegre,MG,-22.216946,-45.962171,0.5083,0.2213,0.4293,0.0953
477000.0,107.0,3,3,0,apartamento,Santa Luzia,ZMV,Pouso Alegre,MG,-22.234537,-45.943842,0.7784,0.2013,0.4518,0.0449
556000.0,215.0,2,1,0,casa,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.255388,-45.971435,0.1985,0.4275,0.4315,-0.1785
325000.0,98.0,2,2,1,casa_condominio,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.216968,-45.965287,0.4796,0.1414,0.2697,-0.2362
819000.0,154.0,3,3,2,apartamento,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.226906,-45.936831,0.4642,0.471,0.2799,-0.0674
808000.0,452.0,0,1,4,comercial,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.242612,-45.951053,0.3611,0.4626,0.2198,0.0174
591000.0,154.0,1,1,1,apartamento,Centro,ZMC,Pouso Alegre,MG,-22.245319,-45.95439,0.6237,0.5773,0.2292,-0.0492
616000.0,162.0,2,2,1,casa_condominio,Bela Vista,ZM,Pouso Alegre,MG,-22.216513,-45.948613,0.3491,0.2082,0.3771,-0.2258
414000.0,127.0,1,1,0,apartamento,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.252537,-45.966531,0.2489,0.306,0.1725,0.0488
564000.0,122.0,4,3,2,casa,Centro,ZMC,Pouso Alegre,MG,-22.228693,-45.943868,0.8761,0.6324,0.1707,-0.0828
712000.0,227.0,2,1,2,casa,Santa Luzia,ZMV,Pouso Alegre,MG,-22.232903,-45.933711,0.4836,0.2677,0.2722,-0.1622
146000.0,411.0,0,0,0,terreno,Santa Luzia,ZMV,Pouso Alegre,MG,-22.239511,-45.947763,0.2976,0.6259,0.2102,-0.247
423000.0,156.0,0,1,0,comercial,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.237603,-45.95595,0.3984,0.4897,0.2937,-0.2462
328000.0,70.0,2,1,1,apartamento,Parque das Acácias,ZM,Pouso Alegre,MG,-22.225186,-45.971012,0.5158,0.3068,0.4723,-0.1635
379000.0,104.0,3,3,2,apartamento,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.247598,-45.95234,0.3536,0.1341,0.1929,-0.1672
344000.0,151.0,1,1,2,apartamento,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.222196,-45.967478,0.4912,0.4578,0.4267,-0.0289
646000.0,253.0,3,2,1,casa,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.213044,-45.941657,0.5691,0.1826,0.3249,0.0146
477000.0,122.0,2,1,1,apartamento,São Geraldo,ZM2,Pouso Alegre,MG,-22.240916,-45.955221,0.5761,0.4628,0.3841,-0.0199
646000.0,233.0,4,3,1,casa,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.213546,-45.943773,0.287,0.468,0.4992,-0.0123
358000.0,108.0,4,3,2,casa,Bela Vista,ZM,Pouso Alegre,MG,-22.22316,-45.956919,0.5422,0.3734,0.4956,0.0032
234000.0,46.0,2,1,0,apartamento,São Geraldo,ZM2,Pouso Alegre,MG,-22.23089,-45.959611,0.4119,0.5266,0.2853,0.0355
938000.0,206.0,2,2,3,casa_condominio,São Geraldo,ZM2,Pouso Alegre,MG,-22.235022,-45.952649,0.4942,0.2532,0.5035,-0.0673
732000.0,229.0,3,3,1,casa_condominio,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.240904,-45.957675,0.5273,0.3167,0.1713,0.0791
557000.0,253.0,3,2,2,casa,Centro,ZMC,Pouso Alegre,MG,-22.236297,-45.954566,0.6566,0.3398,0.2083,-0.1707
421000.0,87.0,2,2,1,apartamento,Santa Luzia,ZMV,Pouso Alegre,MG,-22.237166,-45.938361,0.6393,0.5428,0.511,0.0402
557000.0,200.0,3,2,0,casa,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.243913,-45.955179,0.3652,0.2807,0.155,-0.0716
278000.0,80.0,1,1,2,apartamento,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.24617,-45.96881,0.3951,0.4496,0.3673,-0.0753
390000.0,105.0,3,3,0,apartamento,São Geraldo,ZM2,Pouso Alegre,MG,-22.237578,-45.945911,0.4768,0.4444,0.4213,0.0114
463000.0,87.0,3,2,1,apartamento,São Geraldo,ZM2,Pouso Alegre,MG,-22.242933,-45.951945,0.5272,0.4897,0.4807,-0.0592
428000.0,1129.0,0,0,0,terreno,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.254002,-45.945535,0.3419,0.2421,0.2279,-0.2486
342000.0,64.0,2,1,1,apartamento,Bela Vista,ZM,Pouso Alegre,MG,-22.220875,-45.954772,0.4798,0.6907,0.5153,-0.2189
569000.0,269.0,4,3,2,casa,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.252436,-45.966559,0.4031,0.2356,0.3957,-0.1686
1047000.0,275.0,3,3,2,casa_condominio,São Geraldo,ZM2,Pouso Alegre,MG,-22.250496,-45.947802,0.6648,0.5778,0.4944,0.0381
634000.0,155.0,2,2,2,apartamento,Parque das Acácias,ZM,Pouso Alegre,MG,-22.234048,-45.969653,0.4858,0.6061,0.2465,-0.2212
525000.0,213.0,3,2,0,casa,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.243138,-45.969956,0.3705,0.4185,0.4366,0.016
847000.0,139.0,3,2,2,apartamento,Santa Luzia,ZMV,Pouso Alegre,MG,-22.239166,-45.929207,0.7056,0.4449,0.3181,0.0349
540000.0,263.0,3,2,1,casa,Parque das Acácias,ZM,Pouso Alegre,MG,-22.217943,-45.972439,0.4832,0.5645,0.3076,-0.1639
578000.0,147.0,3,3,1,apartamento,São Geraldo,ZM2,Pouso Alegre,MG,-22.241961,-45.961284,0.4552,0.5487,0.3828,-0.0747
346000.0,74.0,3,2,1,casa,Santa Luzia,ZMV,Pouso Alegre,MG,-22.23776,-45.940776,0.6628,0.3292,0.4457,-0.1664
347000.0,96.0,4,3,1,casa,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.203963,-45.971646,0.4636,0.3387,0.3073,0.0548
632000.0,220.0,4,3,1,casa,São Geraldo,ZM2,Pouso Alegre,MG,-22.231798,-45.954568,0.3455,0.2717,0.4071,0.0902
126000.0,43.0,3,3,0,apartamento,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.203659,-45.949753,0.3186,0.28,0.3549,0.0326
239000.0,96.0,4,3,2,casa,Santa Luzia,ZMV,Pouso Alegre,MG,-22.236357,-45.9401,0.4654,0.3391,0.2695,-0.0557
227000.0,95.0,1,1,0,apartamento,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.24773,-45.958836,0.4448,0.1837,0.4559,-0.1238
262000.0,132.0,2,2,0,apartamento,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.211397,-45.95016,0.5192,0.3924,0.5028,0.0291
663000.0,208.0,3,2,1,casa,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.25556,-45.960823,0.4064,0.4107,0.5279,-0.0942
356000.0,158.0,1,1,0,apartamento,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.215701,-45.970707,0.2405,0.1711,0.3556,-0.1591
138000.0,51.0,2,1,1,apartamento,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.212927,-45.971854,0.5229,0.1543,0.524,-0.1151
1265000.0,377.0,0,1,4,comercial,Santa Luzia,ZMV,Pouso Alegre,MG,-22.237014,-45.944722,0.5581,0.2159,0.4582,0.0994
475000.0,193.0,2,1,0,casa,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.20477,-45.972349,0.4655,0.1401,0.168,0.0556
371000.0,97.0,2,2,0,apartamento,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.211806,-45.940342,0.737,0.67,0.4217,-0.2311
668000.0,222.0,2,1,0,casa,Parque das Acácias,ZM,Pouso Alegre,MG,-22.216237,-45.967871,0.5807,0.4821,0.3351,0.0392
603000.0,117.0,2,1,1,apartamento,Parque das Acácias,ZM,Pouso Alegre,MG,-22.230054,-45.964477,0.3519,0.1886,0.2338,-0.0443
967000.0,238.0,3,3,2,casa_condominio,Centro,ZMC,Pouso Alegre,MG,-22.222602,-45.948543,0.5806,0.6861,0.5258,-0.0187
657000.0,275.0,3,2,2,casa,São Geraldo,ZM2,Pouso Alegre,MG,-22.241298,-45.947151,0.6787,0.1677,0.3142,-0.0551
424000.0,255.0,3,2,0,casa,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.253172,-45.966822,0.1654,0.1679,0.3105,-0.0648
340000.0,77.0,2,1,0,apartamento,Centro,ZMC,Pouso Alegre,MG,-22.228505,-45.94462,0.3953,0.8378,0.1933,-0.2056
331000.0,195.0,3,2,2,casa,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.245148,-45.969978,0.4979,0.1633,0.318,-0.1156
1451000.0,279.0,4,3,1,casa,Santa Luzia,ZMV,Pouso Alegre,MG,-22.231341,-45.943323,0.582,0.574,0.4318,-0.1978
261000.0,94.0,3,2,0,apartamento,Bela Vista,ZM,Pouso Alegre,MG,-22.212123,-45.960305,0.2881,0.4959,0.2144,-0.014
363000.0,150.0,3,2,1,casa,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.207449,-45.962353,0.3761,0.2536,0.5028,-0.0166
654000.0,149.0,1,1,0,apartamento,São Geraldo,ZM2,Pouso Alegre,MG,-22.242686,-45.956156,0.3831,0.5392,0.2634,-0.1036
444000.0,1157.0,0,0,0,terreno,Centro,ZMC,Pouso Alegre,MG,-22.229292,-45.949986,0.4021,0.2077,0.3572,-0.1323
191000.0,447.0,0,0,0,terreno,São Geraldo,ZM2,Pouso Alegre,MG,-22.246052,-45.947106,0.3812,0.2882,0.2529,-0.06
412000.0,108.0,1,1,0,apartamento,Bela Vista,ZM,Pouso Alegre,MG,-22.2199,-45.965996,0.6507,0.6535,0.4116,-0.0015
739000.0,242.0,2,1,2,casa,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.250099,-45.950439,0.4041,0.4142,0.3696,-0.1939
432000.0,110.0,2,2,3,casa_condominio,Centro,ZMC,Pouso Alegre,MG,-22.231558,-45.951731,0.839,0.5862,0.5417,-0.2157
227000.0,73.0,3,2,0,apartamento,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.241787,-45.958674,0.4829,0.3824,0.4503,-0.1475
461000.0,123.0,3,3,2,apartamento,Santa Luzia,ZMV,Pouso Alegre,MG,-22.236473,-45.95258,0.4538,0.2627,0.3397,-0.0502
550000.0,141.0,3,2,1,apartamento,Parque das Acácias,ZM,Pouso Alegre,MG,-22.228681,-45.971858,0.592,0.4692,0.242,0.0949
213000.0,40.0,2,2,2,apartamento,Parque das Acácias,ZM,Pouso Alegre,MG,-22.22341,-45.975921,0.3601,0.6055,0.407,0.0715
554000.0,138.0,2,1,2,apartamento,São Geraldo,ZM2,Pouso Alegre,MG,-22.238947,-45.94407,0.4404,0.2692,0.258,-0.0408
688000.0,254.0,2,1,1,casa,Bela Vista,ZM,Pouso Alegre,MG,-22.208345,-45.955903,0.7057,0.5698,0.1565,0.0874
355000.0,1069.0,0,0,0,terreno,Centro,ZMC,Pouso Alegre,MG,-22.224698,-45.949352,0.7286,0.7076,0.2388,-0.2101
460000.0,131.0,3,2,1,apartamento,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.220224,-45.976127,0.2197,0.2813,0.3362,-0.2334
200000.0,59.0,1,1,2,apartamento,Santa Luzia,ZMV,Pouso Alegre,MG,-22.233635,-45.940499,0.6482,0.2892,0.4204,-0.134
1014000.0,152.0,3,2,1,apartamento,Centro,ZMC,Pouso Alegre,MG,-22.230595,-45.952449,0.4773,0.3054,0.4193,-0.1553
302000.0,136.0,1,1,1,apartamento,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.209518,-45.945379,0.3465,0.4714,0.4256,0.0804
185000.0,51.0,1,1,1,apartamento,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.25145,-45.964979,0.5211,0.1328,0.2713,-0.1894
600000.0,169.0,3,3,1,casa_condominio,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.209286,-45.945045,0.2283,0.1926,0.3894,-0.1261
197000.0,45.0,1,1,0,apartamento,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.210809,-45.949527,0.4143,0.3894,0.207,0.0002
261000.0,51.0,2,1,2,apartamento,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.204934,-45.939043,0.6908,0.3496,0.4212,-0.2359
95000.0,44.0,2,2,2,apartamento,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.249065,-45.953824,0.4998,0.17,0.1822,0.0045
252000.0,74.0,2,1,0,apartamento,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.249072,-45.961562,0.4981,0.3822,0.1876,-0.196
337000.0,1012.0,0,0,0,terreno,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.253348,-45.964741,0.1991,0.2357,0.175,-0.2117
854000.0,273.0,4,3,2,casa,Parque das Acácias,ZM,Pouso Alegre,MG,-22.226138,-45.970724,0.6456,0.5413,0.2822,-0.154
264000.0,101.0,2,1,2,casa,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.25067,-45.968041,0.3503,0.1457,0.3257,-0.2108
124000.0,41.0,1,1,2,apartamento,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.213224,-45.968298,0.3069,0.1703,0.3752,0.0717
267000.0,106.0,1,1,1,apartamento,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.205685,-45.969114,0.51,0.1649,0.3456,-0.2369
149000.0,72.0,2,1,0,apartamento,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.213616,-45.971787,0.2621,0.4317,0.2855,-0.1702
745000.0,154.0,3,3,0,apartamento,São Geraldo,ZM2,Pouso Alegre,MG,-22.242091,-45.954868,0.3829,0.2013,0.3434,-0.0633
234000.0,164.0,2,1,0,casa,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.249794,-45.965308,0.3199,0.2361,0.3184,-0.2184
817000.0,220.0,3,2,1,casa,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.214573,-45.950308,0.7301,0.326,0.3417,-0.2407
392000.0,144.0,3,2,2,apartamento,Santa Luzia,ZMV,Pouso Alegre,MG,-22.237244,-45.932451,0.8181,0.4994,0.1786,0.0767
235000.0,113.0,2,1,0,apartamento,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.203702,-45.943709,0.4925,0.3557,0.3236,-0.0023
640000.0,284.0,3,3,1,casa_condominio,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.200169,-45.946852,0.323,0.257,0.1605,-0.1651
550000.0,183.0,4,3,2,casa,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.212452,-45.968024,0.4568,0.4446,0.1914,-0.074
407000.0,254.0,4,3,0,casa,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.22066,-45.937195,0.5315,0.4099,0.3482,-0.1253
292000.0,98.0,4,3,2,casa,São Geraldo,ZM2,Pouso Alegre,MG,-22.246794,-45.946634,0.5406,0.2158,0.2821,-0.0071
240000.0,60.0,4,3,1,casa,São Geraldo,ZM2,Pouso Alegre,MG,-22.240305,-45.954207,0.4468,0.6152,0.1541,0.0704
331000.0,56.0,3,2,2,apartamento,Centro,ZMC,Pouso Alegre,MG,-22.235045,-45.95022,0.4745,0.2899,0.5278,-0.0963
1288000.0,358.0,0,1,3,comercial,São Geraldo,ZM2,Pouso Alegre,MG,-22.236131,-45.960031,0.2586,0.5568,0.4268,-0.0232
808000.0,169.0,4,3,0,casa,Centro,ZMC,Pouso Alegre,MG,-22.229905,-45.948173,0.3871,0.5323,0.1903,-0.0194
323000.0,96.0,1,1,0,apartamento,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.206179,-45.961562,0.4516,0.2863,0.4943,-0.1302
376000.0,93.0,4,3,0,casa,São Geraldo,ZM2,Pouso Alegre,MG,-22.235872,-45.956029,0.3459,0.187,0.373,0.0946
521000.0,107.0,2,1,1,apartamento,Bela Vista,ZM,Pouso Alegre,MG,-22.224642,-45.957572,0.441,0.5452,0.2957,0.0576
647000.0,137.0,2,2,3,casa_condominio,Centro,ZMC,Pouso Alegre,MG,-22.230041,-45.951041,0.9094,0.7865,0.5463,0.0238
189000.0,49.0,3,2,1,apartamento,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.207869,-45.970117,0.3074,0.2491,0.4672,-0.0331
727000.0,272.0,3,2,1,casa,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.209519,-45.946301,0.5435,0.3401,0.4807,0.0682
571000.0,157.0,2,1,2,casa,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.206644,-45.939533,0.2413,0.6051,0.3493,-0.0441
388000.0,113.0,2,2,0,apartamento,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.245278,-45.964317,0.3955,0.3667,0.3782,-0.2498
646000.0,223.0,3,2,1,casa,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.195614,-45.941037,0.5384,0.4146,0.5452,0.0899
707000.0,246.0,2,1,0,casa,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.200375,-45.960089,0.3602,0.1678,0.3024,-0.0729
171000.0,85.0,3,3,1,apartamento,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.257907,-45.961479,0.2466,0.3217,0.4321,0.0284
197000.0,58.0,2,2,2,apartamento,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.216575,-45.976906,0.2321,0.4673,0.342,0.0992
196000.0,846.0,0,0,0,terreno,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.244522,-45.962248,0.3876,0.2939,0.3493,0.074
360000.0,192.0,3,2,0,casa,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.24345,-45.960628,0.2747,0.3824,0.3432,0.043
249000.0,67.0,1,1,1,apartamento,Parque das Acácias,ZM,Pouso Alegre,MG,-22.217796,-45.972209,0.6222,0.5576,0.4481,-0.2242
429000.0,148.0,3,2,2,casa,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.236759,-45.955906,0.2977,0.4199,0.267,0.0314
309000.0,50.0,2,2,1,apartamento,Santa Luzia,ZMV,Pouso Alegre,MG,-22.236522,-45.937768,0.3987,0.7273,0.202,-0.0746
309000.0,100.0,1,1,0,apartamento,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.208076,-45.976618,0.4288,0.4039,0.396,0.0616
407000.0,83.0,3,2,0,apartamento,Santa Luzia,ZMV,Pouso Alegre,MG,-22.230685,-45.944071,0.7878,0.5734,0.4174,-0.0538
348000.0,91.0,2,1,0,casa,Parque das Acácias,ZM,Pouso Alegre,MG,-22.222158,-45.975713,0.3438,0.5639,0.1747,0.0377
761000.0,201.0,2,1,2,casa,Bela Vista,ZM,Pouso Alegre,MG,-22.216411,-45.959433,0.3915,0.6447,0.29,-0.1137
700000.0,153.0,1,1,0,apartamento,Centro,ZMC,Pouso Alegre,MG,-22.226075,-45.946184,0.3372,0.3382,0.3168,0.0578
415000.0,1108.0,0,0,0,terreno,Parque das Acácias,ZM,Pouso Alegre,MG,-22.221775,-45.961727,0.5259,0.3385,0.2014,-0.117
535000.0,113.0,1,1,2,apartamento,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.200995,-45.967759,0.2549,0.2956,0.1713,0.0083
140000.0,79.0,2,1,2,casa,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.197709,-45.944649,0.216,0.3316,0.1656,-0.0399
881000.0,297.0,3,3,1,casa_condominio,Centro,ZMC,Pouso Alegre,MG,-22.239264,-45.943691,0.3995,0.4153,0.4237,-0.2287
968000.0,239.0,3,2,2,casa,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.204889,-45.941768,0.6197,0.5769,0.4909,0.0413
257000.0,788.0,0,0,0,terreno,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.211454,-45.946318,0.5551,0.2171,0.4779,0.0298
317000.0,82.0,4,3,1,casa,Santa Luzia,ZMV,Pouso Alegre,MG,-22.227885,-45.941965,0.694,0.6455,0.54,-0.1607
773000.0,201.0,2,1,1,casa,Parque das Acácias,ZM,Pouso Alegre,MG,-22.215423,-45.976535,0.391,0.2575,0.2501,0.0567
583000.0,129.0,2,2,1,apartamento,Bela Vista,ZM,Pouso Alegre,MG,-22.228672,-45.959316,0.3462,0.716,0.2613,0.0747
450000.0,79.0,1,1,2,apartamento,Santa Luzia,ZMV,Pouso Alegre,MG,-22.238166,-45.937192,0.8323,0.5782,0.4023,0.079
1016000.0,183.0,4,4,2,casa_condominio,Centro,ZMC,Pouso Alegre,MG,-22.230428,-45.957694,0.9064,0.347,0.184,0.0426
489000.0,211.0,4,3,0,casa,Santa Luzia,ZMV,Pouso Alegre,MG,-22.238705,-45.943906,0.3598,0.509,0.2799,-0.2418
514000.0,179.0,3,2,1,casa,Parque das Acácias,ZM,Pouso Alegre,MG,-22.224597,-45.975909,0.2442,0.2358,0.275,-0.1876
759000.0,233.0,3,2,1,casa,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.205504,-45.938065,0.3322,0.2868,0.1746,-0.0992
278000.0,57.0,3,3,2,apartamento,Parque das Acácias,ZM,Pouso Alegre,MG,-22.227231,-45.97444,0.3713,0.3222,0.4392,-0.0593
685000.0,265.0,3,2,1,casa,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.218334,-45.9655,0.2021,0.4444,0.3259,-0.01
478000.0,122.0,4,3,1,casa,Santa Luzia,ZMV,Pouso Alegre,MG,-22.241359,-45.938015,0.5181,0.3425,0.2445,-0.1508
364000.0,140.0,3,2,1,casa,Parque das Acácias,ZM,Pouso Alegre,MG,-22.220362,-45.968248,0.2483,0.4987,0.1826,-0.0855
246000.0,543.0,0,0,0,terreno,Centro,ZMC,Pouso Alegre,MG,-22.230356,-45.957429,0.4324,0.2725,0.3368,-0.1203
130000.0,86.0,0,1,3,comercial,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.212464,-45.972384,0.4733,0.3108,0.437,0.0701
530000.0,136.0,0,1,0,comercial,Santa Luzia,ZMV,Pouso Alegre,MG,-22.230804,-45.94025,0.5718,0.4861,0.207,-0.0178
596000.0,263.0,4,3,0,casa,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.207983,-45.968662,0.3997,0.2749,0.4741,-0.0033
688000.0,227.0,3,3,3,casa_condominio,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.251502,-45.960206,0.3065,0.219,0.4962,-0.1148
514000.0,174.0,3,2,1,casa,Santa Luzia,ZMV,Pouso Alegre,MG,-22.239837,-45.929283,0.5976,0.4939,0.5192,-0.1774
458000.0,139.0,1,1,1,apartamento,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.20352,-45.935748,0.4331,0.3141,0.2554,-0.1301
159000.0,83.0,1,1,0,apartamento,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.251742,-45.964542,0.4781,0.2156,0.2339,-0.2181
966000.0,229.0,0,1,3,comercial,Bela Vista,ZM,Pouso Alegre,MG,-22.228579,-45.965463,0.4738,0.3443,0.5288,-0.2129
171000.0,55.0,3,3,0,apartamento,Parque das Acácias,ZM,Pouso Alegre,MG,-22.222991,-45.977616,0.3075,0.4206,0.2073,0.0838
133000.0,63.0,2,1,2,apartamento,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.207068,-45.946311,0.2713,0.2651,0.3264,-0.0466
779000.0,92.0,1,1,1,apartamento,Centro,ZMC,Pouso Alegre,MG,-22.233182,-45.946395,0.4545,0.2092,0.1823,-0.1367
123000.0,80.0,4,3,1,casa,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.252483,-45.948237,0.2434,0.3027,0.2464,-0.0616
148000.0,58.0,1,1,0,apartamento,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.206581,-45.950508,0.3566,0.1542,0.3693,-0.1623
769000.0,256.0,2,1,2,casa,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.213243,-45.936504,0.4896,0.6307,0.4108,-0.018
313000.0,99.0,3,2,2,casa,Bela Vista,ZM,Pouso Alegre,MG,-22.216485,-45.953815,0.4994,0.5863,0.3015,0.0375
292000.0,120.0,3,3,1,apartamento,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.24487,-45.965014,0.3803,0.2851,0.5298,-0.0158
