h3_id,date,ndvi,ndbi,bai,cloud_pct
88a8aca241fffff,2026-05-05,0.4788,-0.1345,,0.2
88a8aca241fffff,2026-06-19,0.4159,-0.0906,,0.6
88a8aca241fffff,2026-07-09,0.4196,-0.0803,,0.0
88a8aca241fffff,2026-08-18,0.3638,-0.0048,,0.0
88a8aca243fffff,2026-03-28,0.409,-0.0644,,2.4
88a8aca243fffff,2026-04-20,0.5379,-0.2226,,0.4
88a8aca243fffff,2026-05-05,0.5274,-0.2169,,0.2
88a8aca243fffff,2026-06-19,0.3343,-0.0225,,0.6
88a8aca243fffff,2026-07-09,0.3916,-0.0694,,0.0
88a8aca243fffff,2026-08-18,0.3365,0.0042,,0.0
88a8aca245fffff,2026-03-28,0.5293,-0.1889,,2.4
88a8aca245fffff,2026-04-20,0.5161,-0.1934,,0.4
88a8aca245fffff,2026-05-05,0.484,-0.1541,,0.2
88a8aca245fffff,2026-06-19,0.4387,-0.1302,,0.6
88a8aca245fffff,2026-07-09,0.4344,-0.1113,,0.0
88a8aca245fffff,2026-08-18,0.3572,-0.0171,,0.0
88a8aca247fffff,2026-03-28,0.3818,-0.0491,,2.4
88a8aca247fffff,2026-04-20,0.3904,-0.0544,,0.4
88a8aca247fffff,2026-05-05,0.3952,-0.0519,,0.2
88a8aca247fffff,2026-06-19,0.4344,-0.1263,,0.6
88a8aca247fffff,2026-07-09,0.429,-0.1245,,0.0
88a8aca247fffff,2026-08-18,0.3829,-0.0463,,0.0
88a8aca249fffff,2026-03-28,0.5584,-0.218,,2.4
88a8aca249fffff,2026-04-20,0.5286,-0.2008,,0.4
88a8aca249fffff,2026-05-05,0.5004,-0.1655,,0.2
88a8aca249fffff,2026-06-19,0.4283,-0.1027,,0.6
88a8aca249fffff,2026-07-09,0.4396,-0.1062,,0.0
88a8aca249fffff,2026-08-18,0.3927,-0.0357,,0.0
88a8aca24bfffff,2026-03-28,0.4901,-0.1403,,2.4
88a8aca24bfffff,2026-04-20,0.5459,-0.2203,,0.4
88a8aca24bfffff,2026-05-05,0.5318,-0.2082,,0.2
88a8aca24bfffff,2026-06-19,0.3732,-0.0433,,0.6
88a8aca24bfffff,2026-07-09,0.3912,-0.0611,,0.0
88a8aca24bfffff,2026-08-18,0.3422,0.0055,,0.0
88a8aca24dfffff,2026-03-28,0.5545,-0.2137,,2.4
88a8aca24dfffff,2026-04-20,0.5464,-0.2205,,0.4
88a8aca24dfffff,2026-05-05,0.5099,-0.1729,,0.2
88a8aca24dfffff,2026-06-19,0.4272,-0.1044,,0.6
88a8aca24dfffff,2026-07-09,0.4175,-0.0838,,0.0
88a8aca24dfffff,2026-08-18,0.3796,-0.0228,,0.0
88a8aca251fffff,2026-03-28,0.4577,-0.121,,2.4
88a8aca251fffff,2026-04-20,0.5203,-0.2044,,0.4
88a8aca251fffff,2026-05-05,0.4693,-0.1645,,0.2
88a8aca251fffff,2026-06-19,0.4634,-0.1566,,0.6
88a8aca251fffff,2026-07-09,0.4929,-0.1836,,0.0
88a8aca251fffff,2026-08-18,0.4542,-0.1501,,0.0
88a8aca253fffff,2026-03-28,0.4879,-0.1321,,2.4
88a8aca253fffff,2026-04-20,0.4766,-0.1298,,0.4
88a8aca253fffff,2026-05-05,0.4535,-0.0879,,0.2
88a8aca253fffff,2026-06-19,0.4305,-0.0871,,0.6
88a8aca253fffff,2026-07-09,0.4273,-0.0778,,0.0
88a8aca253fffff,2026-08-18,0.4033,-0.0281,,0.0
88a8aca255fffff,2026-03-28,0.2071,0.1074,,2.4
88a8aca255fffff,2026-04-20,0.2384,0.0721,,0.4
88a8aca255fffff,2026-05-05,0.2493,0.0472,,0.2
88a8aca255fffff,2026-06-19,0.5288,-0.2561,,0.6
88a8aca255fffff,2026-07-09,0.5575,-0.283,,0.0
88a8aca255fffff,2026-08-18,0.3773,-0.074,,0.0
88a8aca257fffff,2026-03-28,0.3501,-0.007,,2.4
88a8aca257fffff,2026-04-20,0.4075,-0.0665,,0.4
88a8aca257fffff,2026-05-05,0.4155,-0.0652,,0.2
88a8aca257fffff,2026-06-19,0.4013,-0.076,,0.6
88a8aca257fffff,2026-07-09,0.4036,-0.0733,,0.0
88a8aca257fffff,2026-08-18,0.3761,-0.0291,,0.0
88a8aca259fffff,2026-03-28,0.2928,0.0289,,2.4
88a8aca259fffff,2026-04-20,0.5472,-0.226,,0.4
88a8aca259fffff,2026-05-05,0.5653,-0.2462,,0.2
88a8aca259fffff,2026-06-19,0.2715,0.0155,,0.6
88a8aca259fffff,2026-07-09,0.4613,-0.1517,,0.0
88a8aca259fffff,2026-08-18,0.4495,-0.1262,,0.0
88a8aca25bfffff,2026-03-28,0.3704,-0.0377,,2.4
88a8aca25bfffff,2026-04-20,0.5094,-0.191,,0.4
88a8aca25bfffff,2026-05-05,0.4915,-0.1585,,0.2
88a8aca25bfffff,2026-06-19,0.361,-0.0424,,0.6
88a8aca25bfffff,2026-07-09,0.4656,-0.1547,,0.0
88a8aca25bfffff,2026-08-18,0.419,-0.0853,,0.0
88a8aca25dfffff,2026-03-28,0.2748,0.0573,,2.4
88a8aca25dfffff,2026-04-20,0.4741,-0.1524,,0.4
88a8aca25dfffff,2026-05-05,0.4834,-0.1571,,0.2
88a8aca25dfffff,2026-06-19,0.5005,-0.2114,,0.6
88a8aca25dfffff,2026-07-09,0.4897,-0.1915,,0.0
88a8aca25dfffff,2026-08-18,0.3,0.0189,,0.0
88a8aca261fffff,2026-03-28,0.4104,-0.0747,,2.4
88a8aca261fffff,2026-04-20,0.4455,-0.1181,,0.4
88a8aca261fffff,2026-05-05,0.4467,-0.1141,,0.2
88a8aca261fffff,2026-06-19,0.4294,-0.1218,,0.6
88a8aca261fffff,2026-07-09,0.4236,-0.1116,,0.0
88a8aca261fffff,2026-08-18,0.3968,-0.0621,,0.0
88a8aca263fffff,2026-03-28,0.463,-0.0972,,2.4
88a8aca263fffff,2026-04-20,0.4684,-0.1315,,0.4
88a8aca263fffff,2026-05-05,0.462,-0.0914,,0.2
88a8aca263fffff,2026-06-19,0.4832,-0.1895,,0.6
88a8aca263fffff,2026-07-09,0.4946,-0.1988,,0.0
88a8aca263fffff,2026-08-18,0.3814,-0.0632,,0.0
88a8aca265fffff,2026-03-28,0.491,-0.1404,,2.4
88a8aca265fffff,2026-04-20,0.4778,-0.1401,,0.4
88a8aca265fffff,2026-05-05,0.459,-0.1072,,0.2
88a8aca265fffff,2026-06-19,0.4069,-0.0707,,0.6
88a8aca265fffff,2026-07-09,0.3964,-0.0566,,0.0
88a8aca265fffff,2026-08-18,0.3785,-0.0134,,0.0
88a8aca267fffff,2026-03-28,0.1956,0.1161,,2.4
88a8aca267fffff,2026-04-20,0.2892,0.045,,0.4
88a8aca267fffff,2026-05-05,0.3785,-0.0254,,0.2
88a8aca267fffff,2026-06-19,0.5597,-0.2843,,0.6
88a8aca267fffff,2026-07-09,0.547,-0.2682,,0.0
88a8aca267fffff,2026-08-18,0.3987,-0.0741,,0.0
88a8aca269fffff,2026-03-28,0.4977,-0.1567,,2.4
88a8aca269fffff,2026-04-20,0.4733,-0.1477,,0.4
88a8aca269fffff,2026-05-05,0.446,-0.1108,,0.2
88a8aca269fffff,2026-06-19,0.4246,-0.1193,,0.6
88a8aca269fffff,2026-07-09,0.4217,-0.1088,,0.0
88a8aca269fffff,2026-08-18,0.3843,-0.0469,,0.0
88a8aca26bfffff,2026-03-28,0.5686,-0.2242,,2.4
88a8aca26bfffff,2026-04-20,0.5598,-0.2194,,0.4
88a8aca26bfffff,2026-05-05,0.4995,-0.164,,0.2
88a8aca26bfffff,2026-06-19,0.4682,-0.1678,,0.6
88a8aca26bfffff,2026-07-09,0.4385,-0.1387,,0.0
88a8aca26bfffff,2026-08-18,0.3104,0.019,,0.0
88a8aca26dfffff,2026-03-28,0.4852,-0.1372,,2.4
88a8aca26dfffff,2026-04-20,0.4685,-0.1277,,0.4
88a8aca26dfffff,2026-05-05,0.446,-0.0913,,0.2
88a8aca26dfffff,2026-06-19,0.3963,-0.0609,,0.6
88a8aca26dfffff,2026-07-09,0.3809,-0.0398,,0.0
88a8aca26dfffff,2026-08-18,0.3675,-0.0023,,0.0
88a8aca2a9fffff,2026-03-28,0.5395,-0.1896,,2.4
88a8aca2a9fffff,2026-04-20,0.517,-0.1908,,0.4
88a8aca2a9fffff,2026-05-05,0.4997,-0.1595,,0.2
88a8aca2a9fffff,2026-06-19,0.4384,-0.1059,,0.6
88a8aca2a9fffff,2026-07-09,0.433,-0.0922,,0.0
88a8aca2a9fffff,2026-08-18,0.4174,-0.0429,,0.0
88a8aca2adfffff,2026-03-28,0.5408,-0.2079,,2.4
88a8aca2adfffff,2026-04-20,0.533,-0.2118,,0.4
88a8aca2adfffff,2026-05-05,0.5213,-0.1965,,0.2
88a8aca2adfffff,2026-06-19,0.4787,-0.1656,,0.6
88a8aca2adfffff,2026-07-09,0.4767,-0.1523,,0.0
88a8aca2adfffff,2026-08-18,0.4598,-0.1183,,0.0
88a8aca2c1fffff,2026-03-28,0.4791,-0.1175,,2.4
88a8aca2c1fffff,2026-04-20,0.4706,-0.1161,,0.4
88a8aca2c1fffff,2026-05-05,0.4346,-0.0728,,0.2
88a8aca2c1fffff,2026-06-19,0.4019,-0.0593,,0.6
88a8aca2c1fffff,2026-07-09,0.3737,-0.0305,,0.0
88a8aca2c1fffff,2026-08-18,0.3338,0.0339,,0.0
88a8aca2c5fffff,2026-03-28,0.4842,-0.119,,2.4
88a8aca2c5fffff,2026-04-20,0.4384,-0.0959,,0.4
88a8aca2c5fffff,2026-05-05,0.3957,-0.0503,,0.2
88a8aca2c5fffff,2026-06-19,0.3717,-0.046,,0.6
88a8aca2c5fffff,2026-07-09,0.3517,-0.018,,0.0
88a8aca2c5fffff,2026-08-18,0.3421,0.0183,,0.0
88a8aca2c7fffff,2026-03-28,0.534,-0.194,,2.4
88a8aca2c7fffff,2026-04-20,0.5234,-0.1945,,0.4
88a8aca2c7fffff,2026-05-05,0.4842,-0.1464,,0.2
88a8aca2c7fffff,2026-06-19,0.4231,-0.0926,,0.6
88a8aca2c7fffff,2026-07-09,0.4091,-0.0681,,0.0
88a8aca2c7fffff,2026-08-18,0.3665,-0.0028,,0.0
88a8aca2cdfffff,2026-03-28,0.3363,-0.009,,2.4
88a8aca2cdfffff,2026-04-20,0.3506,-0.0195,,0.4
88a8aca2cdfffff,2026-05-05,0.3554,-0.0054,,0.2
88a8aca2cdfffff,2026-06-19,0.4509,-0.1415,,0.6
88a8aca2cdfffff,2026-07-09,0.4458,-0.1295,,0.0
88a8aca2cdfffff,2026-08-18,0.2585,0.0761,,0.0
88a8aca2e1fffff,2026-03-28,0.5291,-0.1714,,2.4
88a8aca2e1fffff,2026-04-20,0.5248,-0.1886,,0.4
88a8aca2e1fffff,2026-05-05,0.4934,-0.1525,,0.2
88a8aca2e1fffff,2026-06-19,0.4166,-0.0945,,0.6
88a8aca2e1fffff,2026-07-09,0.3998,-0.0584,,0.0
88a8aca2e1fffff,2026-08-18,0.3685,-0.001,,0.0
88a8aca2e3fffff,2026-03-28,0.5288,-0.1769,,2.4
88a8aca2e3fffff,2026-04-20,0.5134,-0.1842,,0.4
88a8aca2e3fffff,2026-05-05,0.4956,-0.1526,,0.2
88a8aca2e3fffff,2026-06-19,0.4373,-0.1158,,0.6
88a8aca2e3fffff,2026-07-09,0.4209,-0.084,,0.0
88a8aca2e3fffff,2026-08-18,0.402,-0.0377,,0.0
88a8aca2e5fffff,2026-03-28,0.5461,-0.2064,,2.4
88a8aca2e5fffff,2026-04-20,0.5393,-0.2162,,0.4
88a8aca2e5fffff,2026-05-05,0.5184,-0.1878,,0.2
88a8aca2e5fffff,2026-06-19,0.4599,-0.1456,,0.6
88a8aca2e5fffff,2026-07-09,0.448,-0.1173,,0.0
88a8aca2e5fffff,2026-08-18,0.4127,-0.0585,,0.0
88a8aca2e7fffff,2026-03-28,0.5495,-0.2065,,2.4
88a8aca2e7fffff,2026-04-20,0.5352,-0.21,,0.4
88a8aca2e7fffff,2026-05-05,0.5218,-0.187,,0.2
88a8aca2e7fffff,2026-06-19,0.4654,-0.1492,,0.6
88a8aca2e7fffff,2026-07-09,0.4527,-0.1225,,0.0
88a8aca2e7fffff,2026-08-18,0.4305,-0.0689,,0.0
88a8aca2e9fffff,2026-03-28,0.4934,-0.1395,,2.4
88a8aca2e9fffff,2026-04-20,0.4573,-0.1118,,0.4
88a8aca2e9fffff,2026-05-05,0.4373,-0.0876,,0.2
88a8aca2e9fffff,2026-06-19,0.4122,-0.0949,,0.6
88a8aca2e9fffff,2026-07-09,0.4006,-0.0725,,0.0
88a8aca2e9fffff,2026-08-18,0.3732,-0.0091,,0.0
88a8aca2ebfffff,2026-03-28,0.4809,-0.1182,,2.4
88a8aca2ebfffff,2026-04-20,0.4565,-0.1102,,0.4
88a8aca2ebfffff,2026-05-05,0.4287,-0.0733,,0.2
88a8aca2ebfffff,2026-06-19,0.3846,-0.0632,,0.6
88a8aca2ebfffff,2026-07-09,0.3701,-0.0332,,0.0
88a8aca2ebfffff,2026-08-18,0.3157,0.0436,,0.0
88a8aca2edfffff,2026-03-28,0.5172,-0.1661,,2.4
88a8aca2edfffff,2026-04-20,0.5212,-0.1915,,0.4
88a8aca2edfffff,2026-05-05,0.5049,-0.1725,,0.2
88a8aca2edfffff,2026-06-19,0.4325,-0.1182,,0.6
88a8aca2edfffff,2026-07-09,0.3998,-0.0652,,0.0
88a8aca2edfffff,2026-08-18,0.3657,-0.0034,,0.0
88a8aca301fffff,2026-03-28,0.4583,-0.1091,,2.4
88a8aca301fffff,2026-04-17,0.4369,-0.1058,,0.1
88a8aca301fffff,2026-05-05,0.3888,-0.0544,,0.2
88a8aca301fffff,2026-06-19,0.3282,-0.0174,,0.1
88a8aca301fffff,2026-07-29,0.2767,0.0474,,0.0
88a8aca301fffff,2026-08-18,0.2872,0.058,,0.0
88a8aca303fffff,2026-03-28,0.498,-0.1605,,2.4
88a8aca303fffff,2026-04-17,0.4749,-0.1441,,0.1
88a8aca303fffff,2026-05-05,0.4365,-0.0993,,0.2
88a8aca303fffff,2026-06-19,0.3647,-0.051,,0.1
88a8aca303fffff,2026-07-29,0.307,0.0113,,0.0
88a8aca303fffff,2026-08-18,0.3301,0.0093,,0.0
88a8aca305fffff,2026-03-28,0.3577,-0.0374,,2.4
88a8aca305fffff,2026-04-17,0.3623,-0.0453,,0.1
88a8aca305fffff,2026-05-05,0.3187,0.0012,,0.2
88a8aca305fffff,2026-06-19,0.296,-0.0021,,0.1
88a8aca305fffff,2026-07-29,0.2596,0.0361,,0.0
88a8aca305fffff,2026-08-18,0.2466,0.0486,,0.0
88a8aca307fffff,2026-03-28,0.4489,-0.0941,,2.4
88a8aca307fffff,2026-04-17,0.4337,-0.0924,,0.1
88a8aca307fffff,2026-05-05,0.3971,-0.0475,,0.2
88a8aca307fffff,2026-06-19,0.3539,-0.0262,,0.1
88a8aca307fffff,2026-07-29,0.2925,0.0392,,0.0
88a8aca307fffff,2026-08-18,0.289,0.0595,,0.0
88a8aca309fffff,2026-03-28,0.4866,-0.1509,,2.4
88a8aca309fffff,2026-04-17,0.4702,-0.1437,,0.1
88a8aca309fffff,2026-05-05,0.4488,-0.1221,,0.2
88a8aca309fffff,2026-06-19,0.4198,-0.1131,,0.1
88a8aca309fffff,2026-07-29,0.397,-0.0871,,0.0
88a8aca309fffff,2026-08-18,0.3901,-0.0579,,0.0
88a8aca30bfffff,2026-03-28,0.4691,-0.1205,,2.4
88a8aca30bfffff,2026-04-17,0.4549,-0.1146,,0.1
88a8aca30bfffff,2026-05-05,0.4277,-0.0758,,0.2
88a8aca30bfffff,2026-06-19,0.3775,-0.0582,,0.1
88a8aca30bfffff,2026-07-29,0.3209,0.0087,,0.0
88a8aca30bfffff,2026-08-18,0.3162,0.031,,0.0
88a8aca30dfffff,2026-03-28,0.3814,-0.0567,,2.4
88a8aca30dfffff,2026-04-17,0.3762,-0.054,,0.1
88a8aca30dfffff,2026-05-05,0.3475,-0.0219,,0.2
88a8aca30dfffff,2026-06-19,0.3003,0.0138,,0.1
88a8aca30dfffff,2026-07-29,0.2727,0.0481,,0.0
88a8aca30dfffff,2026-08-18,0.2676,0.0589,,0.0
88a8aca311fffff,2026-03-28,0.4989,-0.1625,,2.4
88a8aca311fffff,2026-04-17,0.4607,-0.1254,,0.1
88a8aca311fffff,2026-05-05,0.475,-0.1366,,0.2
88a8aca311fffff,2026-06-19,0.4197,-0.1065,,0.1
88a8aca311fffff,2026-07-29,0.3094,0.0084,,0.0
88a8aca311fffff,2026-08-18,0.3371,0.0001,,0.0
88a8aca313fffff,2026-03-28,0.4771,-0.1248,,2.4
88a8aca313fffff,2026-04-20,0.4628,-0.1268,,0.4
88a8aca313fffff,2026-05-05,0.438,-0.0925,,0.2
88a8aca313fffff,2026-06-19,0.3897,-0.0653,,0.6
88a8aca313fffff,2026-07-09,0.3813,-0.0523,,0.0
88a8aca313fffff,2026-08-18,0.3349,0.0139,,0.0
88a8aca315fffff,2026-03-28,0.4928,-0.152,,2.4
88a8aca315fffff,2026-04-17,0.4801,-0.1481,,0.1
88a8aca315fffff,2026-05-05,0.4625,-0.1225,,0.2
88a8aca315fffff,2026-06-19,0.3969,-0.0818,,0.1
88a8aca315fffff,2026-07-29,0.292,0.0316,,0.0
88a8aca315fffff,2026-08-18,0.3241,0.0214,,0.0
88a8aca317fffff,2026-03-28,0.3669,-0.0254,,2.4
88a8aca317fffff,2026-04-17,0.2722,0.0191,,0.1
88a8aca317fffff,2026-05-05,0.3326,0.0247,,0.2
88a8aca317fffff,2026-06-19,0.2256,0.054,,0.1
88a8aca317fffff,2026-07-29,0.2068,0.0836,,0.0
88a8aca317fffff,2026-08-18,0.2053,0.0909,,0.0
88a8aca319fffff,2026-03-28,0.3724,-0.0339,,2.4
88a8aca319fffff,2026-04-17,0.4542,-0.1128,,0.1
88a8aca319fffff,2026-05-05,0.4066,-0.0593,,0.2
88a8aca319fffff,2026-06-19,0.3629,-0.0441,,0.1
88a8aca319fffff,2026-07-29,0.322,0.0086,,0.0
88a8aca319fffff,2026-08-18,0.333,0.0144,,0.0
88a8aca31bfffff,2026-03-28,0.4543,-0.1087,,2.4
88a8aca31bfffff,2026-04-20,0.4543,-0.1184,,0.4
88a8aca31bfffff,2026-05-05,0.44,-0.0929,,0.2
88a8aca31bfffff,2026-06-19,0.4014,-0.0677,,0.6
88a8aca31bfffff,2026-07-09,0.3868,-0.0532,,0.0
88a8aca31bfffff,2026-08-18,0.3423,0.0044,,0.0
88a8aca31dfffff,2026-03-28,0.3973,-0.0732,,2.4
88a8aca31dfffff,2026-04-17,0.3916,-0.0638,,0.1
88a8aca31dfffff,2026-05-05,0.3603,-0.0234,,0.2
88a8aca31dfffff,2026-06-19,0.3155,-0.0252,,0.1
88a8aca31dfffff,2026-07-29,0.3147,-0.003,,0.0
88a8aca31dfffff,2026-08-18,0.2889,0.0406,,0.0
88a8aca321fffff,2026-03-28,0.0973,0.151,,2.4
88a8aca321fffff,2026-04-17,0.0948,0.1462,,0.1
88a8aca321fffff,2026-05-05,0.0921,0.1496,,0.2
88a8aca321fffff,2026-06-19,0.0907,0.1321,,0.1
88a8aca321fffff,2026-07-29,0.0849,0.1467,,0.0
88a8aca321fffff,2026-08-18,0.0875,0.1454,,0.0
88a8aca323fffff,2026-03-28,0.1052,0.1332,,2.4
88a8aca323fffff,2026-04-17,0.106,0.1249,,0.1
88a8aca323fffff,2026-05-05,0.1023,0.132,,0.2
88a8aca323fffff,2026-06-19,0.1033,0.1148,,0.1
88a8aca323fffff,2026-07-29,0.0917,0.1294,,0.0
88a8aca323fffff,2026-08-18,0.0948,0.1289,,0.0
88a8aca325fffff,2026-03-28,0.4311,-0.0996,,2.4
88a8aca325fffff,2026-04-17,0.4021,-0.0749,,0.1
88a8aca325fffff,2026-05-05,0.3871,-0.0404,,0.2
88a8aca325fffff,2026-06-19,0.3249,0.0016,,0.1
88a8aca325fffff,2026-07-29,0.2777,0.0499,,0.0
88a8aca325fffff,2026-08-18,0.304,0.0363,,0.0
88a8aca327fffff,2026-03-28,0.1458,0.0902,,2.4
88a8aca327fffff,2026-04-17,0.1419,0.0917,,0.1
88a8aca327fffff,2026-05-05,0.1321,0.1079,,0.2
88a8aca327fffff,2026-06-19,0.128,0.0984,,0.1
88a8aca327fffff,2026-07-29,0.1175,0.1122,,0.0
88a8aca327fffff,2026-08-18,0.1174,0.1171,,0.0
88a8aca329fffff,2026-03-28,0.1711,0.0476,,2.4
88a8aca329fffff,2026-04-17,0.1691,0.0447,,0.1
88a8aca329fffff,2026-05-05,0.1576,0.0622,,0.2
88a8aca329fffff,2026-06-19,0.142,0.0629,,0.1
88a8aca329fffff,2026-07-29,0.1298,0.0838,,0.0
88a8aca329fffff,2026-08-18,0.1312,0.0828,,0.0
88a8aca32bfffff,2026-03-28,0.2716,0.0101,,2.4
88a8aca32bfffff,2026-04-17,0.2776,0.0176,,0.1
88a8aca32bfffff,2026-05-05,0.2316,0.0627,,0.2
88a8aca32bfffff,2026-06-19,0.2335,0.0327,,0.1
88a8aca32bfffff,2026-07-29,0.1817,0.065,,0.0
88a8aca32bfffff,2026-08-18,0.1754,0.0696,,0.0
88a8aca32dfffff,2026-03-28,0.4095,-0.0859,,2.4
88a8aca32dfffff,2026-04-17,0.4085,-0.0791,,0.1
88a8aca32dfffff,2026-05-05,0.3714,-0.0447,,0.2
88a8aca32dfffff,2026-06-19,0.3332,-0.0262,,0.1
88a8aca32dfffff,2026-07-29,0.2877,0.0248,,0.0
88a8aca32dfffff,2026-08-18,0.2989,0.0243,,0.0
88a8aca331fffff,2026-03-28,0.493,-0.1516,,2.4
88a8aca331fffff,2026-04-17,0.4657,-0.1277,,0.1
88a8aca331fffff,2026-05-05,0.4444,-0.0917,,0.2
88a8aca331fffff,2026-06-19,0.3876,-0.0533,,0.1
88a8aca331fffff,2026-07-29,0.3025,0.0284,,0.0
88a8aca331fffff,2026-08-18,0.3292,0.0216,,0.0
88a8aca333fffff,2026-03-28,0.3272,-0.0301,,2.4
88a8aca333fffff,2026-04-17,0.3338,-0.0402,,0.1
88a8aca333fffff,2026-05-05,0.2988,-0.009,,0.2
88a8aca333fffff,2026-06-19,0.2831,0.0047,,0.1
88a8aca333fffff,2026-07-29,0.2514,0.0268,,0.0
88a8aca333fffff,2026-08-18,0.2551,0.0337,,0.0
88a8aca335fffff,2026-03-28,0.4893,-0.1149,,2.4
88a8aca335fffff,2026-04-17,0.4928,-0.1198,,0.1
88a8aca335fffff,2026-05-05,0.4709,-0.0829,,0.2
88a8aca335fffff,2026-06-19,0.4068,-0.0475,,0.1
88a8aca335fffff,2026-07-29,0.3453,0.0103,,0.0
88a8aca335fffff,2026-08-18,0.3756,-0.0031,,0.0
88a8aca337fffff,2026-03-28,0.348,-0.0376,,2.4
88a8aca337fffff,2026-04-17,0.312,-0.0156,,0.1
88a8aca337fffff,2026-05-05,0.3011,0.0088,,0.2
88a8aca337fffff,2026-06-19,0.2898,0.016,,0.1
88a8aca337fffff,2026-07-29,0.2515,0.0377,,0.0
88a8aca337fffff,2026-08-18,0.2626,0.0404,,0.0
88a8aca339fffff,2026-03-28,0.5139,-0.1886,,2.4
88a8aca339fffff,2026-04-17,0.4893,-0.1665,,0.1
88a8aca339fffff,2026-05-05,0.4627,-0.1308,,0.2
88a8aca339fffff,2026-06-19,0.3998,-0.0893,,0.1
88a8aca339fffff,2026-07-29,0.2863,0.029,,0.0
88a8aca339fffff,2026-08-18,0.3165,0.024,,0.0
88a8aca33bfffff,2026-03-28,0.37,-0.0411,,2.4
88a8aca33bfffff,2026-04-17,0.3759,-0.0522,,0.1
88a8aca33bfffff,2026-05-05,0.3414,-0.0021,,0.2
88a8aca33bfffff,2026-06-19,0.3172,-0.0003,,0.1
88a8aca33bfffff,2026-07-29,0.242,0.0708,,0.0
88a8aca33bfffff,2026-08-18,0.2537,0.0751,,0.0
88a8aca33dfffff,2026-03-28,0.4671,-0.1127,,2.4
88a8aca33dfffff,2026-04-17,0.4468,-0.0888,,0.1
88a8aca33dfffff,2026-05-05,0.4203,-0.0546,,0.2
88a8aca33dfffff,2026-06-19,0.3884,-0.0373,,0.1
88a8aca33dfffff,2026-07-29,0.2962,0.0398,,0.0
88a8aca33dfffff,2026-08-18,0.3109,0.0363,,0.0
88a8aca341fffff,2026-03-28,0.2621,0.0847,,2.4
88a8aca341fffff,2026-04-17,0.2228,0.1238,,0.1
88a8aca341fffff,2026-05-05,0.2825,0.0691,,0.2
88a8aca341fffff,2026-06-19,0.4376,-0.1571,,0.1
88a8aca341fffff,2026-07-29,0.3389,-0.0628,,0.0
88a8aca341fffff,2026-08-18,0.2538,0.0666,,0.0
88a8aca343fffff,2026-03-28,0.2634,0.0681,,2.4
88a8aca343fffff,2026-04-17,0.2547,0.0611,,0.1
88a8aca343fffff,2026-05-05,0.3119,0.0113,,0.2
88a8aca343fffff,2026-06-19,0.4164,-0.1152,,0.1
88a8aca343fffff,2026-07-29,0.3511,-0.0571,,0.0
88a8aca343fffff,2026-08-18,0.3221,0.0139,,0.0
88a8aca345fffff,2026-03-28,0.5249,-0.2082,,2.4
88a8aca345fffff,2026-04-17,0.4833,-0.1831,,0.1
88a8aca345fffff,2026-05-05,0.4319,-0.1258,,0.2
88a8aca345fffff,2026-06-19,0.3225,-0.0138,,0.1
88a8aca345fffff,2026-07-29,0.2788,0.0366,,0.0
88a8aca345fffff,2026-08-18,0.2901,0.0475,,0.0
88a8aca347fffff,2026-03-28,0.456,-0.1059,,2.4
88a8aca347fffff,2026-04-17,0.4306,-0.0937,,0.1
88a8aca347fffff,2026-05-05,0.4094,-0.0759,,0.2
88a8aca347fffff,2026-06-19,0.3945,-0.0921,,0.1
88a8aca347fffff,2026-07-29,0.3158,-0.0057,,0.0
88a8aca347fffff,2026-08-18,0.3137,0.0297,,0.0
88a8aca349fffff,2026-03-28,0.4253,-0.1222,,2.4
88a8aca349fffff,2026-04-17,0.4248,-0.1241,,0.1
88a8aca349fffff,2026-05-05,0.4489,-0.1488,,0.2
88a8aca349fffff,2026-06-19,0.3076,-0.0202,,0.1
88a8aca349fffff,2026-07-29,0.2985,0.0062,,0.0
88a8aca349fffff,2026-08-18,0.2374,0.0385,,0.0
88a8aca34bfffff,2026-03-28,0.3891,-0.0764,,2.4
88a8aca34bfffff,2026-04-17,0.3605,-0.0651,,0.1
88a8aca34bfffff,2026-05-05,0.3804,-0.0742,,0.2
88a8aca34bfffff,2026-06-19,0.3808,-0.0857,,0.1
88a8aca34bfffff,2026-07-29,0.2651,0.0284,,0.0
88a8aca34bfffff,2026-08-18,0.245,0.0578,,0.0
88a8aca34dfffff,2026-03-28,0.5059,-0.1923,,2.4
88a8aca34dfffff,2026-04-17,0.4681,-0.1659,,0.1
88a8aca34dfffff,2026-05-05,0.4233,-0.1192,,0.2
88a8aca34dfffff,2026-06-19,0.3262,-0.0235,,0.1
88a8aca34dfffff,2026-07-29,0.2882,0.0339,,0.0
88a8aca34dfffff,2026-08-18,0.2926,0.0445,,0.0
88a8aca351fffff,2026-03-28,0.4646,-0.1424,,2.4
88a8aca351fffff,2026-04-17,0.2307,0.1164,,0.1
88a8aca351fffff,2026-05-05,0.2854,0.0545,,0.2
88a8aca351fffff,2026-06-19,0.2287,0.0696,,0.1
88a8aca351fffff,2026-07-29,0.2698,0.0296,,0.0
88a8aca351fffff,2026-08-18,0.3271,0.0077,,0.0
88a8aca353fffff,2026-03-28,0.2642,0.0447,,2.4
88a8aca353fffff,2026-04-20,0.2877,0.0197,,0.4
88a8aca353fffff,2026-05-05,0.3905,-0.04,,0.2
88a8aca353fffff,2026-06-19,0.4943,-0.1813,,0.6
